Team,Nickname,Season,Jersey,FullName,RosterName,LastName,FirstName,Yr,Pos,GP,GS,G,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,RBI2out
Wake Forest Demon Deacons,NA,2022,6, Michael Turconi,"Turconi, Michael",Turconi, Michael,Jr,INF,37,37,37,0.317,0.432,0.563,44,142,45,6,4,80,7,40,28,3,3,NA,31,3,1,1,3,NA,NA
Wake Forest Demon Deacons,NA,2022,8, Nick Kurtz,"Kurtz, Nick",Kurtz, Nick,Fr,OF,37,36,37,0.343,0.478,0.629,48,143,49,11,NA,90,10,38,34,3,NA,NA,29,2,NA,NA,1,NA,NA
Wake Forest Demon Deacons,NA,2022,9, Brendan Tinsman,"Tinsman, Brendan",Tinsman, Brendan,Jr,C,36,35,36,0.355,0.394,0.723,37,141,50,10,NA,102,14,42,6,5,3,1,24,3,NA,1,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,5, Pierce Bennett,"Bennett, Pierce",Bennett, Pierce,So,INF,36,36,36,0.338,0.447,0.421,34,133,45,5,NA,56,2,25,20,7,1,NA,15,1,2,NA,3,NA,NA
Wake Forest Demon Deacons,NA,2022,25, Brock Wilken,"Wilken, Brock",Wilken, Brock,So,INF,36,36,36,0.273,0.369,0.567,35,150,41,11,NA,85,11,44,23,1,2,NA,45,4,NA,NA,NA,1,NA
Wake Forest Demon Deacons,NA,2022,31, Jake Reinisch,"Reinisch, Jake",Reinisch, Jake,So,INF,36,36,36,0.333,0.5,0.518,33,114,38,9,NA,59,4,32,37,2,1,NA,35,1,1,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,24, Tommy Hawke,"Hawke, Tommy",Hawke, Tommy,Fr,INF,35,23,35,0.37,0.491,0.446,28,92,34,4,NA,41,1,10,21,1,NA,1,22,NA,1,NA,4,NA,NA
Wake Forest Demon Deacons,NA,2022,12, Adam Cecere,"Cecere, Adam",Cecere, Adam,So,OF,34,34,34,0.31,0.414,0.496,30,129,40,4,1,64,6,32,17,8,3,1,36,4,2,1,2,NA,NA
Wake Forest Demon Deacons,NA,2022,3, Danny Corona,"Corona, Danny",Corona, Danny,Fr,INF,33,30,33,0.233,0.306,0.414,20,116,27,4,1,48,5,30,11,3,4,NA,33,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,33, Chris Katz,"Katz, Chris",Katz, Chris,Fr,C,22,11,22,0.422,0.519,0.556,10,45,19,6,NA,25,NA,7,5,4,NA,NA,12,NA,1,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,14, Camden Minacci,"Minacci, Camden",Minacci, Camden,So,P,20,0,20,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,27, Gabe Golob,"Golob, Gabe",Golob, Gabe,Sr,P,18,0,18,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,19, Crawford Wade,"Wade, Crawford",Wade, Crawford,So,P,17,0,17,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,20, Derek Crum,"Crum, Derek",Crum, Derek,So,P,16,0,16,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,7, Eric Adler,"Adler, Eric",Adler, Eric,So,P,16,1,16,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,15, Brennen Oxford,"Oxford, Brennen",Oxford, Brennen,Jr,P,14,0,14,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,28, James Broderick,"Broderick, James",Broderick, James,So,INF,14,3,14,0.3,0.391,0.4,3,20,6,2,NA,8,NA,6,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,40, Reed Mascolo,"Mascolo, Reed",Mascolo, Reed,So,P,13,5,13,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,16, Gio Cueto,"Cueto, Gio",Cueto, Gio,Fr,C,13,1,13,0.091,0.231,0.091,1,11,1,NA,NA,1,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,46, Zach Sehgal,"Sehgal, Zach",Sehgal, Zach,Sr,INF,13,4,13,0.235,0.458,0.235,4,17,4,NA,NA,4,NA,3,6,1,NA,NA,9,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,29, Kyle Joye,"Joye, Kyle",Joye, Kyle,Sr,OF,12,3,12,0.381,0.5,0.905,6,21,8,2,NA,19,3,8,5,NA,NA,NA,8,1,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,2, Will Ray,"Ray, Will",Ray, Will,Fr,OF,11,0,11,0,0.333,0,1,4,NA,NA,NA,0,NA,1,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,36, Jacob Grzebinski,"Grzebinski, Jacob",Grzebinski, Jacob,Sr,P,11,0,11,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,26, Seth Keener,"Keener, Seth",Keener, Seth,So,P,11,7,11,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,4, Rhett Lowder,"Lowder, Rhett",Lowder, Rhett,So,P,9,9,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,22, Teddy McGraw,"McGraw, Teddy",McGraw, Teddy,So,P,8,7,8,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,11, Mark Black,"Black, Mark",Black, Mark,So,C,8,2,8,0.2,0.467,0.5,4,10,2,NA,NA,5,1,5,4,1,NA,NA,1,1,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,23, Josh Hartle,"Hartle, Josh",Hartle, Josh,Fr,P,8,8,8,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,0, Lucas Costello,"Costello, Lucas",Costello, Lucas,So,INF,6,6,6,0.25,0.464,0.55,9,20,5,NA,NA,11,2,10,8,NA,NA,NA,5,NA,NA,NA,2,NA,NA
Wake Forest Demon Deacons,NA,2022,34, Zach Grace,"Grace, Zach",Grace, Zach,So,P,6,0,6,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,35, Will Andrews,"Andrews, Will",Andrews, Will,So,P,2,0,2,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,39, Pirmin Brechbuhl,"Brechbuhl, Pirmin",Brechbuhl, Pirmin,So,OF,2,0,2,0.5,0.5,0.5,1,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Wake Forest Demon Deacons,NA,2022,51, Elie Kligman,"Kligman, Elie",Kligman, Elie,Fr,UT,1,0,1,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,8, Brock Rodden,"Rodden, Brock",Rodden, Brock,So,INF,36,35,36,0.286,0.392,0.543,26,140,40,8,2,76,8,23,22,3,1,NA,32,3,3,NA,2,NA,NA
Wichita St. Shockers,NA,2022,3, Sawyre Thornhill,"Thornhill, Sawyre",Thornhill, Sawyre,Jr,INF,36,36,36,0.29,0.396,0.435,16,138,40,9,1,60,3,19,21,4,1,NA,25,5,3,NA,3,NA,NA
Wichita St. Shockers,NA,2022,9, Chuck Ingram,"Ingram, Chuck",Ingram, Chuck,So,OF,35,35,35,0.285,0.327,0.569,22,144,41,5,3,82,10,29,8,2,2,NA,47,1,2,1,3,NA,NA
Wichita St. Shockers,NA,2022,5, Xavier Casserilla,"Casserilla, Xavier",Casserilla, Xavier,Fr,INF,35,35,35,0.231,0.372,0.364,23,121,28,4,NA,44,4,10,19,8,NA,NA,35,3,1,1,3,NA,NA
Wichita St. Shockers,NA,2022,1, Andrew Stewart,"Stewart, Andrew",Stewart, Andrew,Jr,INF,31,30,31,0.258,0.342,0.32,14,97,25,3,NA,31,1,7,12,1,1,6,20,2,1,NA,4,NA,NA
Wichita St. Shockers,NA,2022,11, Ross Cadena,"Cadena, Ross",Cadena, Ross,Sr,C,29,29,29,0.24,0.327,0.27,11,100,24,3,NA,27,NA,15,6,7,NA,1,20,5,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,4, Couper Cornblum,"Cornblum, Couper",Cornblum, Couper,So,INF,29,23,29,0.231,0.286,0.319,11,91,21,5,NA,29,1,9,5,2,NA,1,25,NA,1,NA,9,NA,NA
Wichita St. Shockers,NA,2022,49, Payton Tolle,"Tolle, Payton",Tolle, Payton,Fr,UT,28,25,28,0.294,0.355,0.441,8,68,20,4,NA,30,2,11,6,1,1,NA,24,2,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,6, Jack Sigrist,"Sigrist, Jack",Sigrist, Jack,Jr,INF,26,20,26,0.169,0.277,0.169,9,77,13,NA,NA,13,NA,5,12,1,4,1,25,1,2,1,NA,NA,NA
Wichita St. Shockers,NA,2022,23, Seth Stroh,"Stroh, Seth",Stroh, Seth,So,OF,23,19,23,0.18,0.275,0.377,7,61,11,3,NA,23,3,10,8,NA,NA,NA,30,NA,NA,NA,1,NA,NA
Wichita St. Shockers,NA,2022,29, Garrett Kocis,"Kocis, Garrett",Kocis, Garrett,Sr,INF,22,18,22,0.172,0.26,0.375,8,64,11,1,NA,24,4,13,7,1,1,NA,30,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,18, Jordan Rogers,"Rogers, Jordan",Rogers, Jordan,So,INF,22,14,22,0.242,0.319,0.387,7,62,15,6,NA,24,1,5,5,2,NA,NA,19,3,1,NA,1,NA,NA
Wichita St. Shockers,NA,2022,13, Connor Holden,"Holden, Connor",Holden, Connor,Sr,P,15,0,15,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,2, Will Stark,"Stark, Will",Stark, Will,Fr,INF,15,10,15,0.162,0.326,0.162,10,37,6,NA,NA,6,NA,2,8,1,NA,NA,13,NA,1,1,1,NA,NA
Wichita St. Shockers,NA,2022,44, LJ McDonough,"McDonough, LJ",McDonough, LJ,Jr,P,13,0,13,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,21, Adam Ketelsen,"Ketelsen, Adam",Ketelsen, Adam,Sr,P,13,1,13,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,17, Caden Favors,"Favors, Caden",Favors, Caden,Fr,P,13,1,13,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,25, Gage Williams,"Williams, Gage",Williams, Gage,So,C,12,10,12,0.184,0.311,0.211,4,38,7,1,NA,8,NA,3,5,2,NA,NA,10,1,NA,NA,2,NA,NA
Wichita St. Shockers,NA,2022,12, Ryan Stuempfig,"Stuempfig, Ryan",Stuempfig, Ryan,Jr,P,11,0,11,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,40, Cameron Bye,"Bye, Cameron",Bye, Cameron,So,P,11,6,11,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,43, Grayson Jones,"Jones, Grayson",Jones, Grayson,Sr,P,10,0,10,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,38, Foster Gifford,"Gifford, Foster",Gifford, Foster,Sr,P,9,0,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,35, Jace Kaminska,"Kaminska, Jace",Kaminska, Jace,So,P,9,9,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,27, Jace Miner,"Miner, Jace",Miner, Jace,Fr,P,9,4,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,39, Creighton Hansen,"Hansen, Creighton",Hansen, Creighton,So,P,7,0,7,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,26, Will Stevens,"Stevens, Will",Stevens, Will,So,P,7,2,7,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,48, Nate Adler,"Adler, Nate",Adler, Nate,So,P,5,0,5,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,34, Drew Miller,"Miller, Drew",Miller, Drew,So,UT,5,2,5,0.1,0.1,0.3,2,10,1,NA,1,3,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,14, Robert Cranz,"Cranz, Robert",Cranz, Robert,Fr,P,5,3,5,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,16, Spencer Hynes,"Hynes, Spencer",Hynes, Spencer,Sr,P,4,0,4,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,19, Derek Shaver,"Shaver, Derek",Shaver, Derek,So,3B,4,0,4,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,36, Matthew Boyer,"Boyer, Matthew",Boyer, Matthew,So,P,3,3,3,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St. Shockers,NA,2022,15, Austin Wallace,"Wallace, Austin",Wallace, Austin,So,P,3,0,3,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,20, Dalton Rushing,"Rushing, Dalton",Rushing, Dalton,So,C,36,35,36,0.283,0.463,0.625,33,120,34,8,NA,75,11,35,33,9,2,NA,34,1,NA,NA,NA,1,NA
Louisville Cardinals,NA,2022,9, Christian Knapczyk,"Knapczyk, Christian",Knapczyk, Christian,So,INF,36,36,36,0.354,0.486,0.497,53,147,52,9,3,73,2,18,28,10,NA,1,18,1,4,NA,14,NA,NA
Louisville Cardinals,NA,2022,24, Cameron Masterman,"Masterman, Cameron",Masterman, Cameron,Sr,OF,36,36,36,0.318,0.405,0.649,35,148,47,10,NA,96,13,43,17,6,2,1,46,5,NA,NA,1,NA,NA
Louisville Cardinals,NA,2022,5, Levi Usher,"Usher, Levi",Usher, Levi,Jr,OF,36,35,36,0.282,0.377,0.504,32,131,37,11,3,66,4,28,16,4,NA,3,44,3,NA,NA,22,2,NA
Louisville Cardinals,NA,2022,22, Ben Metzinger,"Metzinger, Ben",Metzinger, Ben,Jr,C,36,36,36,0.324,0.452,0.676,43,148,48,6,2,100,14,46,32,4,2,NA,28,2,NA,NA,8,NA,NA
Louisville Cardinals,NA,2022,6, Ben Bianco,"Bianco, Ben",Bianco, Ben,Sr,C,35,31,35,0.281,0.346,0.554,25,121,34,3,3,67,8,37,10,3,2,1,30,3,NA,NA,3,NA,NA
Louisville Cardinals,NA,2022,2, Logan Beard,"Beard, Logan",Beard, Logan,So,INF,35,34,35,0.336,0.438,0.445,26,119,40,7,NA,53,2,32,17,7,3,1,20,2,1,NA,2,NA,NA
Louisville Cardinals,NA,2022,33, Jack Payton,"Payton, Jack",Payton, Jack,So,C,35,34,35,0.387,0.439,0.528,34,142,55,12,1,75,2,29,12,2,1,2,18,8,2,NA,3,1,NA
Louisville Cardinals,NA,2022,51, Isaac Humphrey,"Humphrey, Isaac",Humphrey, Isaac,So,OF,34,31,34,0.308,0.471,0.462,26,104,32,5,1,48,3,23,29,5,2,2,29,2,4,NA,9,NA,NA
Louisville Cardinals,NA,2022,11, Chris Seng,"Seng, Chris",Seng, Chris,Jr,OF,17,0,17,0.25,0.6,0.375,7,8,2,1,NA,3,NA,1,4,3,NA,NA,1,NA,1,NA,NA,NA,NA
Louisville Cardinals,NA,2022,54, Kaleb Corbett,"Corbett, Kaleb",Corbett, Kaleb,So,P,15,1,15,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,19, Ryan Hawks,"Hawks, Ryan",Hawks, Ryan,So,P,14,1,14,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,30, Michael Prosecky,"Prosecky, Michael",Prosecky, Michael,So,P,14,0,14,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,13, JT Benson,"Benson, JT",Benson, JT,So,OF,13,10,13,0.189,0.289,0.297,6,37,7,2,1,11,NA,6,3,3,2,NA,10,3,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,29, Tyeler Hawkins,"Hawkins, Tyeler",Hawkins, Tyeler,So,OF,13,1,13,0.286,0.333,0.429,6,14,4,NA,1,6,NA,3,1,NA,NA,NA,5,NA,NA,1,3,NA,NA
Louisville Cardinals,NA,2022,27, Evan Webster,"Webster, Evan",Webster, Evan,So,P,12,0,12,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,35, Garrett Schmeltz,"Schmeltz, Garrett",Schmeltz, Garrett,Jr,P,10,0,10,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,28, Austin Bode,"Bode, Austin",Bode, Austin,Fr,C,10,1,10,0.333,0.462,0.333,4,9,3,NA,NA,3,NA,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,32, Drake Westcott,"Westcott, Drake",Westcott, Drake,So,INF,10,1,10,0.176,0.211,0.412,2,17,3,1,NA,7,1,5,1,NA,1,NA,8,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,14, Noah Smith,"Smith, Noah",Smith, Noah,Fr,INF,10,2,10,0.222,0.263,0.333,5,18,4,NA,1,6,NA,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,8, Brandon Anderson,"Anderson, Brandon",Anderson, Brandon,Fr,INF,10,1,10,0.2,0.333,0.2,2,10,2,NA,NA,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,40, Tate Kuehner,"Kuehner, Tate",Kuehner, Tate,So,P,10,8,10,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,36, Kyle Walter,"Walter, Kyle",Walter, Kyle,Fr,P,10,1,10,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,50, Adam Dowler,"Dowler, Adam",Dowler, Adam,Fr,P,9,0,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,17, Cameron Robinson,"Robinson, Cameron",Robinson, Cameron,Jr,P,9,0,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,25, Jared Poland,"Poland, Jared",Poland, Jared,Jr,P,9,8,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,41, Riley Phillips,"Phillips, Riley",Phillips, Riley,So,P,9,8,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,34, Ben Wiegman,"Wiegman, Ben",Wiegman, Ben,So,P,8,0,8,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,18, Will Koger,"Koger, Will",Koger, Will,Fr,P,8,2,8,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,10, Carson Liggett,"Liggett, Carson",Liggett, Carson,Fr,P,8,0,8,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,7, Kade Grundy,"Grundy, Kade",Grundy, Kade,Fr,P,8,1,8,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,31, Carter Lohman,"Lohman, Carter",Lohman, Carter,Jr,P,7,0,7,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,1, Jacob Ferris,"Ferris, Jacob",Ferris, Jacob,Jr,P,7,1,7,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,15, Alex Galvan,"Galvan, Alex",Galvan, Alex,So,P,6,0,6,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,55, Seamus Barrett,"Barrett, Seamus",Barrett, Seamus,So,P,5,3,5,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,16, Luke Seed,"Seed, Luke",Seed, Luke,Jr,P,4,2,4,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisville Cardinals,NA,2022,48, J.R. Langworthy,"Langworthy, J.R.",Langworthy, J.R.,Jr,P,2,0,2,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMU (CA) Lions,NA,2022,2, Cole Roberts,"Roberts, Cole",Roberts, Cole,Jr,INF,37,37,37,0.257,0.344,0.287,23,136,35,4,NA,39,NA,12,10,9,2,1,23,2,1,NA,4,NA,NA
LMU (CA) Lions,NA,2022,24, Diego Baqueiro,"Baqueiro, Diego",Baqueiro, Diego,So,INF,37,37,37,0.297,0.335,0.513,26,158,47,10,NA,81,8,45,9,2,4,NA,41,4,NA,NA,NA,1,NA
LMU (CA) Lions,NA,2022,30, Ben Grunberg,"Grunberg, Ben",Grunberg, Ben,Sr,OF,36,36,36,0.258,0.362,0.344,21,128,33,5,NA,44,2,18,14,7,NA,3,35,4,3,NA,4,NA,NA
LMU (CA) Lions,NA,2022,23, Jared Thomas,"Thomas, Jared",Thomas, Jared,Jr,C,36,33,36,0.306,0.394,0.472,23,144,44,6,NA,68,6,22,12,9,NA,NA,35,2,1,1,5,NA,NA
LMU (CA) Lions,NA,2022,8, Dylan Dennis,"Dennis, Dylan",Dennis, Dylan,Jr,INF,36,36,36,0.265,0.353,0.404,19,136,36,8,1,55,3,19,13,6,1,1,34,1,1,NA,1,NA,NA
LMU (CA) Lions,NA,2022,15, Devan Ornelas,"Ornelas, Devan",Ornelas, Devan,Fr,OF,34,33,34,0.279,0.369,0.471,32,136,38,13,2,64,3,15,13,7,1,3,44,NA,2,NA,9,1,NA
LMU (CA) Lions,NA,2022,3, Grant Weiss,"Weiss, Grant",Weiss, Grant,So,OF,32,31,32,0.305,0.413,0.475,26,118,36,5,NA,56,5,19,10,13,2,1,37,1,NA,1,2,NA,NA
LMU (CA) Lions,NA,2022,6, Benny Casillas,"Casillas, Benny",Casillas, Benny,Jr,INF,27,25,27,0.284,0.339,0.362,22,116,33,3,NA,42,2,14,7,3,1,1,26,2,2,1,2,NA,NA
LMU (CA) Lions,NA,2022,25, Brett Zimmerman,"Zimmerman, Brett",Zimmerman, Brett,Fr,INF,21,12,21,0.22,0.31,0.26,5,50,11,2,NA,13,NA,8,5,2,1,NA,21,1,NA,NA,NA,NA,NA
LMU (CA) Lions,NA,2022,5, Connor Blough,"Blough, Connor",Blough, Connor,Fr,OF,20,7,20,0.065,0.396,0.065,7,31,2,NA,NA,2,NA,3,14,3,NA,NA,12,NA,2,1,NA,NA,NA
LMU (CA) Lions,NA,2022,55, Patrick Stark,"Stark, Patrick",Stark, Patrick,Fr,INF,18,10,18,0.179,0.312,0.256,5,39,7,1,1,10,NA,4,6,2,1,NA,17,1,2,1,2,NA,NA
LMU (CA) Lions,NA,2022,39, Conner Kershaw,"Kershaw, Conner",Kershaw, Conner,So,P,16,0,16,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMU (CA) Lions,NA,2022,16, Owen Hackman,"Hackman, Owen",Hackman, Owen,So,P,15,0,15,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
