Team,Nickname,Season,Jersey,FullName,RosterName,LastName,FirstName,Yr,Pos,GP,GS,G,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,RBI2out
Coppin St. Eagles,NA,2022,9, Matt Day,"Day, Matt",Day, Matt,Jr,OF,20,9,20,0.083,0.241,0.292,6,24,2,NA,1,7,1,4,5,NA,NA,1,17,NA,NA,NA,4,NA,NA
Coppin St. Eagles,NA,2022,10, Tyler Lloyd,"Lloyd, Tyler",Lloyd, Tyler,Jr,INF,15,12,15,0.212,0.35,0.212,7,33,7,NA,NA,7,NA,NA,6,1,NA,1,8,NA,NA,NA,4,NA,NA
Coppin St. Eagles,NA,2022,20, Justin Johnson,"Johnson, Justin",Johnson, Justin,Fr,P,13,1,13,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,21, John Neeld,"Neeld, John",Neeld, John,So,P,12,0,12,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,17, Johan Freudenburg,"Freudenburg, Johan",Freudenburg, Johan,Jr,P,12,1,12,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,34, Darren Hagan,"Hagan, Darren",Hagan, Darren,So,OF,12,2,12,0.25,0.4,0.25,5,12,3,NA,NA,3,NA,1,3,NA,NA,NA,7,NA,NA,NA,2,NA,NA
Coppin St. Eagles,NA,2022,7, Rashad Ruff,"Ruff, Rashad",Ruff, Rashad,So,P,11,4,11,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,19, Luke Baker,"Baker, Luke",Baker, Luke,So,P,9,0,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,4, Tim Ruffino,"Ruffino, Tim",Ruffino, Tim,So,P,9,5,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,30, Giovanni Canales,"Canales, Giovanni",Canales, Giovanni,So,P,9,4,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,50, Tyler Nichol,"Nichol, Tyler",Nichol, Tyler,So,P,9,9,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,13, Grant Williams,"Williams, Grant",Williams, Grant,Jr,INF,8,6,8,0.111,0.273,0.111,3,18,2,NA,NA,2,NA,1,3,1,NA,1,7,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,14, Marcos Herrand,"Herrand, Marcos",Herrand, Marcos,Fr,P,8,2,8,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,27, Mario Cuevas,"Cuevas, Mario",Cuevas, Mario,So,OF,8,6,8,0.067,0.3,0.067,3,15,1,NA,NA,1,NA,NA,4,1,NA,1,7,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,36, Nico Felber,"Felber, Nico",Felber, Nico,So,P,7,1,7,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,8, Bruce Hilton,"Hilton, Bruce",Hilton, Bruce,So,INF,7,2,7,0.429,0.5,0.857,NA,7,3,3,NA,6,NA,3,1,NA,NA,1,3,NA,NA,NA,1,NA,NA
Coppin St. Eagles,NA,2022,33, Matt Perkins,"Perkins, Matt",Perkins, Matt,Sr,P,6,1,6,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,18, Sam Batis,"Batis, Sam",Batis, Sam,Fr,P,5,1,5,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,12, Kevin Miranda-Castrodad,"Miranda-Castrodad, Kevin",Miranda-Castrodad, Kevin,Fr,INF,2,1,2,0,0,0,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Coppin St. Eagles,NA,2022,31, Mike Edwards,"Edwards, Mike",Edwards, Mike,Fr,1B,1,0,1,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,22, Kyle Fitzgerald,"Fitzgerald, Kyle",Fitzgerald, Kyle,Sr,INF,34,34,34,0.331,0.436,0.529,27,121,40,7,1,64,5,29,20,5,3,1,16,3,2,2,2,NA,NA
Saint Louis Billikens,NA,2022,28, Cam Redding,"Redding, Cam",Redding, Cam,Sr,C,34,32,34,0.342,0.433,0.433,23,120,41,5,NA,52,2,19,17,3,1,NA,23,3,NA,NA,1,NA,NA
Saint Louis Billikens,NA,2022,4, Mark Vierling,"Vierling, Mark",Vierling, Mark,Sr,INF,34,33,34,0.238,0.342,0.287,18,122,29,6,NA,35,NA,14,17,4,3,2,16,6,NA,NA,5,NA,NA
Saint Louis Billikens,NA,2022,7, Matthew Happ,"Happ, Matthew",Happ, Matthew,Sr,INF,33,33,33,0.281,0.346,0.333,18,114,32,6,NA,38,NA,23,8,4,1,1,24,2,NA,NA,1,NA,NA
Saint Louis Billikens,NA,2022,23, Cameron Swanger,"Swanger, Cameron",Swanger, Cameron,Sr,INF,32,32,32,0.248,0.38,0.372,20,113,28,9,1,42,1,12,19,5,NA,1,31,2,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,15, Tyler Fogarty,"Fogarty, Tyler",Fogarty, Tyler,So,INF,31,29,31,0.275,0.429,0.608,31,102,28,5,1,62,9,25,22,7,2,NA,27,NA,1,NA,9,1,NA
Saint Louis Billikens,NA,2022,11, Cole Smith,"Smith, Cole",Smith, Cole,Jr,OF,29,28,29,0.283,0.365,0.359,12,92,26,3,2,33,NA,12,8,4,NA,1,14,NA,NA,NA,1,NA,NA
Saint Louis Billikens,NA,2022,3, Matt Turino,"Turino, Matt",Turino, Matt,Sr,OF,28,27,28,0.299,0.417,0.443,22,97,29,6,1,43,2,18,18,3,2,3,13,NA,2,1,3,NA,NA
Saint Louis Billikens,NA,2022,2, Colten Schild,"Schild, Colten",Schild, Colten,Sr,INF,27,11,27,0.211,0.357,0.298,12,57,12,2,NA,17,1,7,12,1,NA,1,14,1,NA,NA,5,NA,NA
Saint Louis Billikens,NA,2022,12, Dominic Cusumano,"Cusumano, Dominic",Cusumano, Dominic,So,INF,24,15,24,0.263,0.338,0.386,8,57,15,2,1,22,1,9,5,2,1,NA,10,4,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,20, Cody Jansen,"Jansen, Cody",Jansen, Cody,Jr,C,20,18,20,0.192,0.397,0.423,11,52,10,4,1,22,2,9,15,4,2,NA,15,1,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,17, Alex Peterson,"Peterson, Alex",Peterson, Alex,Sr,OF,16,6,16,0.212,0.297,0.303,5,33,7,3,NA,10,NA,3,3,1,NA,NA,7,1,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,33, Nolan Bowser,"Bowser, Nolan",Bowser, Nolan,So,C,14,5,14,0.158,0.448,0.263,3,19,3,2,NA,5,NA,1,9,1,NA,NA,3,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,6, Cameron Pferrer,"Pferrer, Cameron",Pferrer, Cameron,Sr,P,14,0,14,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,37, Ryan Surin,"Surin, Ryan",Surin, Ryan,Sr,P,13,0,13,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,27, Jackson Holmes,"Holmes, Jackson",Holmes, Jackson,Fr,P,13,3,13,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,38, Jack Weber,"Weber, Jack",Weber, Jack,Fr,P,12,0,12,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,30, Colin Bergmann,"Bergmann, Colin",Bergmann, Colin,Jr,UT,12,3,12,0.143,0.25,0.357,2,14,2,NA,NA,5,1,2,1,1,NA,NA,9,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,32, Reid Hendrickson,"Hendrickson, Reid",Hendrickson, Reid,Sr,P,10,0,10,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,10, Colton Hutt,"Hutt, Colton",Hutt, Colton,Sr,P,10,3,10,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,36, Ryan Patel,"Patel, Ryan",Patel, Ryan,Sr,P,10,1,10,0,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,21, Grant Fremion,"Fremion, Grant",Fremion, Grant,Sr,P,10,4,10,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,13, Trevor Harris,"Harris, Trevor",Harris, Trevor,Sr,P,9,7,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,31, Sam Polk,"Polk, Sam",Polk, Sam,Sr,INF,9,0,9,0.2,0.429,0.2,1,5,1,NA,NA,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,9, Scott Youngbrandt,"Youngbrandt, Scott",Youngbrandt, Scott,Sr,INF,9,7,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,8, Logan Schmitt,"Schmitt, Logan",Schmitt, Logan,Sr,P,9,9,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,5, Thomas Kane,"Kane, Thomas",Kane, Thomas,So,INF,7,0,7,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,29, Jake Little,"Little, Jake",Little, Jake,So,P,4,0,4,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis Billikens,NA,2022,19, Noah Young,"Young, Noah",Young, Noah,Fr,P,4,0,4,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,28, Kevin Sim,"Sim, Kevin",Sim, Kevin,So,INF,36,36,36,0.329,0.426,0.6,35,140,46,8,NA,84,10,37,24,2,3,NA,21,4,3,1,8,4,NA
San Diego Toreros,NA,2022,39, Jack Costello,"Costello, Jack",Costello, Jack,So,UT,36,36,36,0.322,0.386,0.456,23,149,48,11,NA,68,3,25,8,8,1,2,23,6,NA,NA,1,1,NA
San Diego Toreros,NA,2022,12, Dustin Allen,"Allen, Dustin",Allen, Dustin,So,OF,36,36,36,0.252,0.371,0.336,26,119,30,5,1,40,1,21,14,9,1,1,24,NA,9,NA,12,NA,NA
San Diego Toreros,NA,2022,1, Cody Jefferis,"Jefferis, Cody",Jefferis, Cody,Jr,UT,35,35,35,0.19,0.274,0.234,19,137,26,6,NA,32,NA,15,12,5,3,4,22,5,1,1,5,NA,NA
San Diego Toreros,NA,2022,19, Caleb Ricketts,"Ricketts, Caleb",Ricketts, Caleb,Jr,UT,35,35,35,0.35,0.4,0.6,25,140,49,10,2,84,7,27,9,4,2,NA,20,4,3,NA,NA,1,NA
San Diego Toreros,NA,2022,15, Chase Meidroth,"Meidroth, Chase",Meidroth, Chase,So,INF,35,35,35,0.333,0.438,0.482,27,141,47,9,NA,68,4,25,25,2,1,NA,14,6,3,1,2,1,NA
San Diego Toreros,NA,2022,14, Justin DeCriscio,"DeCriscio, Justin",DeCriscio, Justin,Fr,INF,30,22,30,0.229,0.319,0.229,9,83,19,NA,NA,19,NA,8,8,3,NA,3,8,1,2,1,4,NA,NA
San Diego Toreros,NA,2022,3, Camden Vasquez,"Vasquez, Camden",Vasquez, Camden,So,UT,28,21,28,0.338,0.446,0.397,10,68,23,1,NA,27,1,11,11,3,1,NA,18,1,1,NA,4,2,NA
San Diego Toreros,NA,2022,16, Ari Armas,"Armas, Ari",Armas, Ari,Fr,C,23,19,23,0.227,0.31,0.24,9,75,17,1,NA,18,NA,5,8,1,NA,1,17,3,1,NA,1,NA,NA
San Diego Toreros,NA,2022,7, Will Worthington,"Worthington, Will",Worthington, Will,So,INF,23,10,23,0.186,0.314,0.326,16,43,8,3,NA,14,1,6,5,3,NA,3,14,4,NA,NA,1,NA,NA
San Diego Toreros,NA,2022,22, RJ Teijeiro,"Teijeiro, RJ",Teijeiro, RJ,Sr,INF,17,15,17,0.404,0.485,0.596,8,57,23,3,1,34,2,13,7,3,1,NA,16,2,1,NA,2,NA,NA
San Diego Toreros,NA,2022,38, Ryan Robinson,"Robinson, Ryan",Robinson, Ryan,Jr,P,16,0,16,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,24, Max Jung-Goldberg,"Jung-Goldberg, Max",Jung-Goldberg, Max,Jr,UT,15,8,15,0.115,0.41,0.115,5,26,3,NA,NA,3,NA,4,10,3,NA,NA,8,NA,NA,1,1,NA,NA
San Diego Toreros,NA,2022,5, Jack Hyde,"Hyde, Jack",Hyde, Jack,So,P,15,1,15,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,2, Angelo Peraza,"Peraza, Angelo",Peraza, Angelo,So,C,14,13,14,0.326,0.448,0.478,15,46,15,4,NA,22,1,8,7,4,1,NA,13,NA,NA,NA,4,NA,NA
San Diego Toreros,NA,2022,37, Ivran Romero,"Romero, Ivran",Romero, Ivran,So,INF,14,0,14,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,27, Cole Colleran,"Colleran, Cole",Colleran, Cole,So,P,13,2,13,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,21, James Sashin,"Sashin, James",Sashin, James,So,P,13,0,13,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,26, Conner Thurman,"Thurman, Conner",Thurman, Conner,So,P,12,0,12,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,34, Ian Churchill,"Churchill, Ian",Churchill, Ian,Jr,P,10,4,10,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,20, Garrett Rennie,"Rennie, Garrett",Rennie, Garrett,Sr,P,10,10,10,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,18, Casey Cummings,"Cummings, Casey",Cummings, Casey,Fr,OF,9,0,9,0,0,0,1,4,NA,NA,NA,0,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,35, Brycen Mautz,"Mautz, Brycen",Mautz, Brycen,So,P,9,9,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,30, Ryan Kysar,"Kysar, Ryan",Kysar, Ryan,So,P,8,5,8,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,29, Morgan Lunceford,"Lunceford, Morgan",Lunceford, Morgan,Fr,P,8,1,8,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,40, Thomas Rollauer,"Rollauer, Thomas",Rollauer, Thomas,Fr,INF,7,0,7,0.4,0.5,0.4,2,5,2,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
San Diego Toreros,NA,2022,11, Kyle Carr,"Carr, Kyle",Carr, Kyle,So,OF,7,6,7,0.143,0.143,0.214,1,14,2,1,NA,3,NA,1,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA
San Diego Toreros,NA,2022,36, Gabe Maya,"Maya, Gabe",Maya, Gabe,Fr,P,6,0,6,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,9, Jake Reed,"Reed, Jake",Reed, Jake,Jr,P,5,1,5,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,44, Jack Dolak,"Dolak, Jack",Dolak, Jack,Jr,P,5,0,5,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,17, Drake Frize,"Frize, Drake",Frize, Drake,So,P,3,0,3,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Toreros,NA,2022,8, Kenny Chung,"Chung, Kenny",Chung, Kenny,Fr,P,2,0,2,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,13, Matt Jew,"Jew, Matt",Jew, Matt,Sr,UT,35,34,35,0.262,0.34,0.369,19,130,34,9,1,48,1,17,14,3,3,1,26,4,NA,NA,2,NA,NA
Santa Clara Broncos,NA,2022,3, Coleman Brigman,"Brigman, Coleman",Brigman, Coleman,Jr,OF,33,33,33,0.328,0.396,0.526,28,137,45,12,3,72,3,26,8,8,1,1,31,1,NA,NA,8,1,NA
Santa Clara Broncos,NA,2022,24, JonJon Berring,"Berring, JonJon",Berring, JonJon,So,OF,31,28,31,0.248,0.398,0.419,26,105,26,4,4,44,2,12,17,10,1,1,25,1,4,NA,12,NA,NA
Santa Clara Broncos,NA,2022,31, Alex Lambeau,"Lambeau, Alex",Lambeau, Alex,Sr,INF,30,28,30,0.189,0.257,0.263,9,95,18,2,1,25,1,14,8,1,1,3,32,1,2,1,2,NA,NA
Santa Clara Broncos,NA,2022,17, Cal Christofori,"Christofori, Cal",Christofori, Cal,Sr,C,30,27,30,0.247,0.374,0.348,10,89,22,7,1,31,NA,9,13,5,NA,3,20,1,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,4, Dawson Brigman,"Brigman, Dawson",Brigman, Dawson,Sr,INF,27,27,27,0.262,0.322,0.355,13,107,28,5,1,38,1,17,7,3,1,2,34,2,2,1,4,NA,NA
Santa Clara Broncos,NA,2022,31, John Hanley,"Hanley, John",Hanley, John,Sr,UT,26,24,26,0.277,0.349,0.468,14,94,26,7,1,44,3,23,6,5,1,2,24,2,1,1,NA,NA,NA
Santa Clara Broncos,NA,2022,11, Eamonn Lance,"Lance, Eamonn",Lance, Eamonn,Jr,UT,26,26,26,0.294,0.445,0.459,19,85,25,8,NA,39,2,17,20,4,1,NA,21,1,NA,NA,1,NA,NA
Santa Clara Broncos,NA,2022,41, Michael O'Hara,"O'Hara, Michael",O'Hara, Michael,Jr,OF,25,23,25,0.327,0.387,0.376,19,101,33,3,1,38,NA,13,9,1,NA,1,11,NA,1,NA,1,NA,NA
Santa Clara Broncos,NA,2022,28, Efrain Manzo,"Manzo, Efrain",Manzo, Efrain,So,INF,24,18,24,0.257,0.388,0.371,11,70,18,2,NA,26,2,6,11,4,NA,NA,14,2,NA,NA,NA,1,NA
Santa Clara Broncos,NA,2022,7, Connor Henriques,"Henriques, Connor",Henriques, Connor,Sr,INF,22,4,22,0.2,0.375,0.28,6,25,5,NA,1,7,NA,3,5,2,NA,1,10,1,NA,NA,1,NA,NA
Santa Clara Broncos,NA,2022,29, Michael Mugan,"Mugan, Michael",Mugan, Michael,So,OF,20,16,20,0.262,0.288,0.328,2,61,16,2,1,20,NA,11,3,NA,2,NA,19,1,1,NA,1,NA,NA
Santa Clara Broncos,NA,2022,22, Nick POSS,"POSS, Nick",POSS, Nick,So,c,19,6,19,0.056,0.15,0.056,7,18,1,NA,NA,1,NA,NA,1,1,NA,NA,8,1,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,44, Alex Reelfs,"Reelfs, Alex",Reelfs, Alex,Sr,P,14,4,14,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,15, Nick Sando,"Sando, Nick",Sando, Nick,Jr,P,14,2,14,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,27, Robert HIPWELL,"HIPWELL, Robert",HIPWELL, Robert,Fr,dh,13,4,13,0.111,0.158,0.333,2,18,2,1,NA,6,1,3,1,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,23, Blake Hammond,"Hammond, Blake",Hammond, Blake,Fr,1B,13,2,13,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,43, Cade Connolly,"Connolly, Cade",Connolly, Cade,So,P,13,0,13,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,8, Malcolm WILLIAMS,"WILLIAMS, Malcolm",WILLIAMS, Malcolm,Fr,pr,11,7,11,0.211,0.286,0.211,3,19,4,NA,NA,4,NA,1,2,NA,NA,1,5,NA,1,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,39, Thomas GOULD,"GOULD, Thomas",GOULD, Thomas,Fr,ph,11,5,11,0.35,0.435,0.45,3,20,7,2,NA,9,NA,4,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,18, Jared Feikes,"Feikes, Jared",Feikes, Jared,Jr,P,11,7,11,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,14, Cole Kitchen,"Kitchen, Cole",Kitchen, Cole,Jr,UT,10,9,10,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,46, Skylar Hales,"Hales, Skylar",Hales, Skylar,So,UT,10,7,10,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,33, Cade Pilchard,"Pilchard, Cade",Pilchard, Cade,So,P,10,3,10,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,34, August Souza,"Souza, August",Souza, August,Jr,P,9,0,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,36, Jeffrey Heinrich,"Heinrich, Jeffrey",Heinrich, Jeffrey,So,P,9,0,9,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,30, Michael Diaz,"Diaz, Michael",Diaz, Michael,So,OF,8,3,8,0.357,0.4,0.429,2,14,5,1,NA,6,NA,1,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,16, Gavin Maloney,"Maloney, Gavin",Maloney, Gavin,Sr,OF,7,0,7,0,0,0,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,51, Nico STANLEY,"STANLEY, Nico",STANLEY, Nico,Fr,p,7,0,7,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,3, Drake Davis,"Davis, Drake",Davis, Drake,Jr,P,4,1,4,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,28, Nick Bacura,"Bacura, Nick",Bacura, Nick,Fr,1B,4,2,4,0.6,0.667,0.8,1,5,3,1,NA,4,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,19, Ethan Heinrich,"Heinrich, Ethan",Heinrich, Ethan,Sr,P,4,0,4,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,45, Jake Putnam,"Putnam, Jake",Putnam, Jake,So,P,2,0,2,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,46, Mike VILLANI,"VILLANI, Mike",VILLANI, Mike,Fr,p,2,0,2,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Clara Broncos,NA,2022,54, Karthik GONDY,"GONDY, Karthik",GONDY, Karthik,Fr,p,2,0,2,NA,NA,NA,NA,,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
